feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2259,1,6,Launch office hours,Support teams,"Workspace owners reported members seeing setup options that should require admin rights, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,Needs review,77,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-03T22:25:13Z,2026-05-03T22:55:13Z
FB-2260,1,6,Launch office hours,Pilot users,"Enterprise admins are seeing role behavior that does not match expected connector setup permissions, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,New,86,High,No,Product Ops,Intake -> Product Ops triage,2026-05-17T22:23:11Z,2026-05-18T00:23:11Z
FB-2261,1,6,Support ticket,Workspace owners,"The role looked correct in workspace settings, but the connector page behaved as if the admin had lower access.",Permissions,Workspace role behavior,Sev 3,In progress,78,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-16T05:20:56Z,2026-05-16T05:32:56Z
FB-2262,1,6,Internal triage,Support teams,"Enterprise admins are seeing workspace owners losing access to a final approval step, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,Routed,94,High,No,Product Ops,Support -> Product Ops,2026-05-08T20:19:24Z,2026-05-08T21:04:24Z
FB-2263,1,6,Launch office hours,Support teams,"Workspace owners reported members seeing setup options that should require admin rights, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,In progress,91,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-03T17:44:27Z,2026-05-03T19:14:27Z
FB-2264,1,6,Internal triage,Enterprise admins,"Enterprise admins reported workspace owners losing access to a final approval step, slowing launch validation.",Permissions,Workspace role behavior,Sev 3,In progress,90,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-07T17:47:41Z,2026-05-07T17:47:41Z
FB-2265,1,6,In-product feedback,Workspace owners,"Pilot admins are seeing role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 4,Routed,87,High,No,Product Ops,Support -> Product Ops,2026-05-13T20:10:37Z,2026-05-13T20:55:37Z
FB-2266,1,6,In-product feedback,Workspace owners,"Support teams flagged role behavior that does not match expected connector setup permissions, slowing launch validation.",Permissions,Workspace role behavior,Sev 3,In progress,94,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-07T19:24:17Z,2026-05-07T19:54:17Z
FB-2267,1,6,In-product feedback,Enterprise admins,"Pilot admins reported workspace owners losing access to a final approval step, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,Routed,73,Low,Review recommended,Product Ops,Support -> Product Ops,2026-05-02T15:47:51Z,2026-05-02T16:32:51Z
FB-2268,1,6,Support ticket,Enterprise admins,"Workspace owners noticed workspace owners losing access to a final approval step, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,In progress,94,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-06T14:24:53Z,2026-05-06T14:36:53Z
FB-2269,1,6,Launch office hours,Support teams,"Enterprise admins noticed workspace owners losing access to a final approval step, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,80,Medium,No,Product Ops,Support -> Product Ops,2026-05-21T00:23:05Z,2026-05-21T00:35:05Z
FB-2270,1,6,Launch office hours,Pilot users,"Pilot admins flagged workspace owners losing access to a final approval step, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,In progress,87,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-17T20:36:25Z,2026-05-17T21:06:25Z
FB-2271,1,6,Launch office hours,Enterprise admins,"Workspace owners noticed admins who can view a connector but cannot complete setup, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 4,Routed,74,Low,Review recommended,Product Ops,Support -> Product Ops,2026-05-09T21:34:46Z,2026-05-09T23:34:46Z
FB-2272,1,6,Support ticket,Pilot users,"Workspace owners flagged workspace owners losing access to a final approval step, slowing launch validation.",Permissions,Workspace role behavior,Sev 2,In progress,77,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-15T15:40:38Z,2026-05-15T15:45:38Z
FB-2273,1,6,Internal triage,Support teams,"Workspace owners noticed members seeing setup options that should require admin rights, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 4,Resolved,93,High,No,Product Ops,Resolved by Product Ops,2026-05-17T20:08:29Z,2026-05-17T20:26:29Z
FB-2274,1,6,Admin interview,Support teams,"Enterprise admins are seeing role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,New,95,High,No,Product Ops,Intake -> Product Ops triage,2026-05-13T05:15:18Z,2026-05-13T07:15:18Z
FB-2275,1,6,In-product feedback,Support teams,"Support teams reported role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,Routed,86,High,No,Product Ops,Support -> Product Ops,2026-05-05T06:29:08Z,2026-05-05T08:29:08Z
FB-2276,1,6,Internal triage,Pilot users,"Support teams are seeing admins who can view a connector but cannot complete setup, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,93,High,No,Product Ops,Support -> Product Ops,2026-05-07T16:23:56Z,2026-05-07T20:23:56Z
FB-2277,1,6,Internal triage,Enterprise admins,"The role looked correct in workspace settings, but the connector page behaved as if the admin had lower access.",Permissions,Workspace role behavior,Sev 4,In progress,70,Low,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-20T16:14:27Z,2026-05-20T16:26:27Z
FB-2278,1,6,Internal triage,Pilot users,"Support teams flagged members seeing setup options that should require admin rights, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,In progress,88,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-16T17:08:14Z,2026-05-16T17:08:14Z
FB-2279,1,6,In-product feedback,Workspace owners,"Enterprise admins are seeing admins who can view a connector but cannot complete setup, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,In progress,96,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-18T10:19:54Z,2026-05-18T14:19:54Z
FB-2280,1,6,Support ticket,Workspace owners,"Workspace owners are seeing role behavior that does not match expected connector setup permissions, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 2,Needs review,72,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-05-08T10:19:10Z,2026-05-08T10:19:10Z
FB-2281,1,6,Internal triage,Workspace owners,"The role looked correct in workspace settings, but the connector page behaved as if the admin had lower access.",Permissions,Workspace role behavior,Sev 4,In progress,73,Low,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-05-17T08:21:39Z,2026-05-17T08:21:39Z
FB-2282,1,6,Internal triage,Support teams,"Enterprise admins noticed role behavior that does not match expected connector setup permissions, slowing launch validation.",Permissions,Workspace role behavior,Sev 3,Routed,98,High,No,Product Ops,Support -> Product Ops,2026-05-04T20:04:41Z,2026-05-04T22:04:41Z
FB-2283,1,6,In-product feedback,Workspace owners,"Support teams are seeing members seeing setup options that should require admin rights, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 4,Needs review,82,Medium,Review recommended,Product Ops,Triage -> Product Ops review,2026-05-15T21:37:45Z,2026-05-15T21:37:45Z
FB-2284,1,6,Launch office hours,Workspace owners,"Enterprise admins reported admins who can view a connector but cannot complete setup, slowing launch validation.",Permissions,Workspace role behavior,Sev 3,In progress,96,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-08T16:53:04Z,2026-05-08T16:53:04Z
FB-2285,1,6,Support ticket,Support teams,"Pilot admins are seeing members seeing setup options that should require admin rights, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,95,High,No,Product Ops,Support -> Product Ops,2026-05-16T22:24:13Z,2026-05-16T23:24:13Z
FB-2286,1,6,Launch office hours,Pilot users,"Pilot admins noticed role behavior that does not match expected connector setup permissions, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,In progress,86,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-20T12:30:34Z,2026-05-20T13:00:34Z
FB-2287,1,6,In-product feedback,Workspace owners,"Workspace owners noticed members seeing setup options that should require admin rights, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Resolved,93,High,No,Product Ops,Resolved by Product Ops,2026-05-06T12:34:48Z,2026-05-06T16:34:48Z
FB-2288,1,6,Support ticket,Enterprise admins,"Workspace owners reported workspace owners losing access to a final approval step, creating trust concerns in the access model.",Permissions,Workspace role behavior,Sev 3,In progress,97,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-14T11:34:32Z,2026-05-14T12:04:32Z
FB-2289,1,6,Launch office hours,Workspace owners,"Pilot admins noticed workspace owners losing access to a final approval step, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 4,Routed,84,Medium,No,Product Ops,Support -> Product Ops,2026-05-04T18:13:53Z,2026-05-04T22:13:53Z
FB-2290,1,6,Admin interview,Enterprise admins,"Pilot admins noticed role behavior that does not match expected connector setup permissions, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 3,In progress,98,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-16T20:21:51Z,2026-05-16T20:21:51Z
FB-2291,1,6,In-product feedback,Workspace owners,"Workspace owners noticed admins who can view a connector but cannot complete setup, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 4,Routed,95,High,No,Product Ops,Support -> Product Ops,2026-05-05T14:24:32Z,2026-05-05T14:29:32Z
FB-2292,1,6,Support ticket,Pilot users,"Pilot admins noticed workspace owners losing access to a final approval step, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,New,90,High,No,Product Ops,Intake -> Product Ops triage,2026-05-03T17:58:40Z,2026-05-03T18:58:40Z
FB-2293,1,6,Support ticket,Workspace owners,"Pilot admins noticed admins who can view a connector but cannot complete setup, causing support to reproduce role-specific cases.",Permissions,Workspace role behavior,Sev 2,In progress,85,High,No,Product Ops,Support -> Product Ops active workstream,2026-05-12T21:02:06Z,2026-05-12T21:14:06Z
FB-2294,1,6,Support ticket,Workspace owners,"Workspace owners noticed admins who can view a connector but cannot complete setup, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,81,Medium,No,Product Ops,Support -> Product Ops,2026-05-10T13:15:57Z,2026-05-10T14:45:57Z
FB-2295,1,6,In-product feedback,Pilot users,"Support teams reported workspace owners losing access to a final approval step, making admin setup outcomes inconsistent.",Permissions,Workspace role behavior,Sev 3,Routed,73,Low,Review recommended,Product Ops,Support -> Product Ops,2026-05-14T06:28:18Z,2026-05-14T06:28:18Z
